<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<PRICE>,<TOTAL>,,
08.12.2020,18:36:00,114267,115243,108243,109456,40,"111802,25",4472090,,
08.12.2020,18:37:00,114860,115203,107923,114582,17,113142,1923414,,
08.12.2020,18:38:00,112336,115035,108251,113860,67,"112370,5","7528823,5",,
08.12.2020,18:39:00,108873,115201,107932,110973,71,"110744,75","7862877,25",,
08.12.2020,18:40:00,115127,115167,107915,108438,88,"111661,75",9826234,,
08.12.2020,18:41:00,112661,115289,107926,113789,32,"112416,25",3597320,,
08.12.2020,18:42:00,110516,115236,107960,112919,76,"111657,75",8485989,,
08.12.2020,18:43:00,110770,115266,107936,110130,2,"111025,5",222051,,
08.12.2020,18:44:00,110386,115261,108300,108300,23,"110561,75","2542920,25",,
08.12.2020,18:45:00,108452,115043,107959,109573,64,"110256,75",7056432,,
08.12.2020,18:46:00,109840,115216,108111,112818,54,"111496,25","6020797,5",,
08.12.2020,18:47:00,113193,115141,107916,114808,8,"112764,5",902116,,
08.12.2020,18:48:00,108730,115082,107974,110967,80,"110688,25",8855060,,
08.12.2020,18:49:00,108079,115232,107902,110455,38,110417,4195846,,
08.12.2020,18:50:00,110143,115250,108126,111954,33,"111368,25","3675152,25",,
08.12.2020,18:51:00,110749,115077,107912,111653,64,"111347,75",7126256,,
08.12.2020,18:52:00,113200,115223,107925,111538,23,"111971,5","2575344,5",,
08.12.2020,18:53:00,109468,115259,108120,113341,33,111547,3681051,,
08.12.2020,18:54:00,112197,115263,108022,110907,34,"111597,25","3794306,5",,
08.12.2020,18:55:00,109188,115274,108075,114492,51,"111757,25","5699619,75",,
08.12.2020,18:56:00,108885,115072,108015,109196,44,110292,4852848,,
08.12.2020,18:57:00,113620,115296,107905,112152,91,"112243,25","10214135,75",,
08.12.2020,18:58:00,110542,115169,107923,110961,37,"111148,75","4112503,75",,
08.12.2020,18:59:00,111867,115185,108000,112368,92,111855,10290660,,
08.12.2020,19:00:00,108184,114957,107952,112795,66,110972,7324152,,
08.12.2020,19:01:00,109357,115264,108242,113542,5,"111601,25","558006,25",,
08.12.2020,19:02:00,112583,114784,107945,108522,57,"110958,5","6324634,5",,
08.12.2020,19:03:00,110900,115283,108130,110813,11,"111281,5","1224096,5",,
08.12.2020,19:04:00,108279,115155,107912,111967,90,"110828,25","9974542,5",,
08.12.2020,19:05:00,113222,115183,108053,112521,11,"112244,75","1234692,25",,
08.12.2020,19:06:00,112153,115122,107944,108314,62,"110883,25","6874761,5",,
08.12.2020,19:07:00,108489,115147,107913,113563,11,111278,1224058,,
08.12.2020,19:08:00,114088,115226,108102,108176,56,111398,6238288,,
08.12.2020,19:10:00,108268,115296,107968,113899,84,"111357,75",9354051,,
08.12.2020,19:11:00,107911,115263,107911,109800,71,"110221,25","7825708,75",,
08.12.2020,19:12:00,109045,115053,107928,109008,31,"110258,5","3418013,5",,
08.12.2020,19:13:00,110816,114874,108132,110270,22,111023,2442506,,
08.12.2020,19:14:00,113085,115055,107925,111905,68,"111992,5",7615490,,
08.12.2020,19:15:00,113716,114950,108276,111720,49,"112165,5","5496109,5",,
08.12.2020,19:16:00,111397,115015,107972,111267,92,"111412,75",10249973,,
08.12.2020,19:17:00,113270,115259,108090,111795,65,"112103,5","7286727,5",,
08.12.2020,19:18:00,112217,115216,108016,109031,64,111120,7111680,,
08.12.2020,19:19:00,109640,115119,108175,114307,30,"111810,25","3354307,5",,
08.12.2020,19:20:00,114930,115228,107900,108095,28,"111538,25",3123071,,
08.12.2020,19:21:00,109636,115041,107925,109821,65,"110605,75","7189373,75",,
08.12.2020,19:22:00,114922,115148,108004,109221,18,"111823,75","2012827,5",,
08.12.2020,19:23:00,108508,115016,108032,114061,63,"111404,25","7018467,75",,
08.12.2020,19:24:00,109821,115250,107902,114304,41,"111819,25","4584589,25",,
08.12.2020,19:25:00,114691,115203,107902,113639,69,"112858,75","7787253,75",,
08.12.2020,19:26:00,113892,115275,108036,108143,65,"111336,5","7236872,5",,
08.12.2020,19:27:00,109504,115138,107944,112502,72,111272,8011584,,
08.12.2020,19:28:00,110133,115097,107936,112029,41,"111298,75","4563248,75",,
08.12.2020,19:29:00,113283,115121,107945,108772,44,"111280,25",4896331,,
08.12.2020,19:30:00,114906,115276,108208,115276,15,"113416,5","1701247,5",,
08.12.2020,19:31:00,113434,115226,108094,109915,93,"111667,25","10385054,25",,
08.12.2020,19:32:00,110372,115249,107902,114581,98,112026,10978548,,
08.12.2020,19:33:00,112665,115067,107962,112988,21,"112170,5","2355580,5",,
08.12.2020,19:34:00,108512,115200,107908,112699,76,"111079,75",8442061,,
08.12.2020,19:35:00,110882,115279,108024,115279,18,112366,2022588,,
08.12.2020,19:36:00,110388,115161,107972,112549,55,"111517,5","6133462,5",,
08.12.2020,19:37:00,108929,114717,107924,111264,22,"110708,5",2435587,,
08.12.2020,19:38:00,110477,115286,107914,115161,62,"112209,5",6956989,,
08.12.2020,19:39:00,108108,115288,108108,114249,86,"111438,25","9583689,5",,
08.12.2020,19:40:00,110810,115105,107900,113320,45,"111783,75","5030268,75",,
08.12.2020,19:41:00,113898,115115,107942,110502,89,"111864,25","9955918,25",,
08.12.2020,19:42:00,113760,115236,107938,112779,54,"112428,25","6071125,5",,
08.12.2020,19:43:00,114926,115192,107984,112461,94,"112640,75","10588230,5",,
08.12.2020,19:44:00,110883,115242,107913,108756,41,"110698,5","4538638,5",,
08.12.2020,19:45:00,111142,115082,107984,111039,35,"111311,75","3895911,25",,
08.12.2020,19:46:00,111242,115266,108293,109472,58,"111068,25","6441958,5",,
08.12.2020,19:47:00,110333,115194,108018,108415,21,110490,2320290,,
08.12.2020,19:48:00,110782,115004,107988,109422,60,110799,6647940,,
08.12.2020,19:49:00,110135,115055,107938,114797,92,"111981,25",10302275,,
08.12.2020,19:50:00,111299,115252,107951,113996,39,"112124,5","4372855,5",,
08.12.2020,19:51:00,112779,115264,107971,108473,52,"111121,75",5778331,,
08.12.2020,19:52:00,108158,115017,107992,109560,58,"110181,75","6390541,5",,
08.12.2020,19:53:00,107914,115083,107914,108970,43,"109970,25","4728720,75",,
08.12.2020,19:54:00,108461,115204,107981,114570,86,111554,9593644,,
08.12.2020,19:55:00,115077,115077,108007,109762,47,"111980,75","5263095,25",,
08.12.2020,19:56:00,110578,115269,107905,109758,17,"110877,5","1884917,5",,
08.12.2020,19:57:00,112952,115057,108013,114073,71,"112523,75","7989186,25",,
08.12.2020,19:58:00,110082,115123,107971,108671,86,"110461,75","9499710,5",,
08.12.2020,19:59:00,112094,115293,107924,109829,88,111285,9793080,,
08.12.2020,20:00:00,109135,115273,107997,111917,47,"111080,5","5220783,5",,
09.12.2020,10:00:00,110137,115033,107903,114469,12,"111885,5",1342626,,
09.12.2020,10:01:00,112859,115294,107933,114814,5,112725,563625,,
09.12.2020,10:02:00,114085,115084,107937,110815,32,"111980,25",3583368,,
09.12.2020,10:03:00,108891,115292,108120,114500,50,"111700,75","5585037,5",,
09.12.2020,10:04:00,112820,115132,107919,111112,89,"111745,75","9945371,75",,
09.12.2020,10:05:00,112245,115066,107984,111791,80,"111771,5",8941720,,
09.12.2020,10:06:00,113666,115261,108100,109698,49,"111681,25","5472381,25",,
09.12.2020,10:07:00,109642,115156,107977,111729,38,111126,4222788,,
09.12.2020,10:08:00,109385,114836,107999,113222,53,"111360,5","5902106,5",,
09.12.2020,10:09:00,112597,115243,107936,113989,92,"112441,25",10344595,,
09.12.2020,10:10:00,109064,115258,107917,111205,26,110861,2882386,,
09.12.2020,10:11:00,112877,115051,107988,108881,1,"111199,25","111199,25",,
09.12.2020,10:12:00,110189,115131,108425,109318,88,"110765,75",9747386,,
09.12.2020,10:13:00,111842,115085,107970,108332,17,"110807,25","1883723,25",,
09.12.2020,10:14:00,112149,115081,108123,115081,77,"112608,5","8670854,5",,
09.12.2020,10:15:00,109950,115252,108016,111372,38,"111147,5",4223605,,
09.12.2020,10:16:00,110304,115260,108006,110300,45,"110967,5","4993537,5",,
09.12.2020,10:17:00,109567,115181,107955,110404,25,"110776,75","2769418,75",,
09.12.2020,10:18:00,107917,115190,107917,108348,51,109843,5601993,,
09.12.2020,10:19:00,109217,115262,107968,110937,14,110846,1551844,,
09.12.2020,10:20:00,108461,115175,108002,114925,84,"111640,75",9377823,,
09.12.2020,10:21:00,114890,114965,108144,113724,82,"112930,75","9260321,5",,
09.12.2020,10:22:00,109052,115263,107946,109323,55,110396,6071780,,
09.12.2020,10:23:00,109579,115181,107918,109519,10,"110549,25","1105492,5",,
09.12.2020,10:24:00,113283,115275,108106,109032,90,111424,10028160,,
09.12.2020,10:25:00,114847,115250,107912,109245,98,"111813,5",10957723,,
09.12.2020,10:26:00,113487,115165,108307,113368,97,"112581,75","10920429,75",,
09.12.2020,10:27:00,111367,115273,107908,109099,60,"110911,75",6654705,,
09.12.2020,10:28:00,111095,115291,108198,111236,40,111455,4458200,,
09.12.2020,10:29:00,111857,115229,108307,108352,55,"110936,25","6101493,75",,
09.12.2020,10:30:00,111907,115212,107945,108642,12,"110926,5",1331118,,
09.12.2020,10:31:00,111408,115155,107914,114261,58,"112184,5",6506701,,
09.12.2020,10:32:00,112890,115282,108092,109273,9,"111384,25","1002458,25",,
09.12.2020,10:33:00,114687,115272,107950,110665,51,"112143,5","5719318,5",,
09.12.2020,10:34:00,109591,115124,107905,114399,71,"111754,75","7934587,25",,
09.12.2020,10:35:00,113431,114936,108145,108332,57,111211,6339027,,
09.12.2020,10:36:00,108860,115193,108335,109260,38,110412,4195656,,
09.12.2020,10:37:00,110070,115295,107900,111252,66,"111129,25","7334530,5",,
09.12.2020,10:38:00,110163,115134,108060,112344,86,"111425,25","9582571,5",,
09.12.2020,10:40:00,112517,115137,107932,110985,94,"111642,75","10494418,5",,
09.12.2020,10:41:00,114039,115139,108053,110000,80,"111807,75",8944620,,
09.12.2020,10:42:00,112559,115278,107995,109993,57,"111456,25","6353006,25",,
09.12.2020,10:43:00,110413,115258,108201,109083,2,"110738,75","221477,5",,
09.12.2020,10:44:00,112572,115113,108079,112451,81,"112053,75","9076353,75",,
09.12.2020,10:45:00,112541,115235,108192,113735,45,"112425,75","5059158,75",,
09.12.2020,10:46:00,113412,115259,107930,107964,46,"111141,25","5112497,5",,
09.12.2020,10:47:00,109651,115057,107918,108097,80,"110180,75",8814460,,
09.12.2020,10:48:00,112148,114906,107944,113113,4,"112027,75",448111,,
09.12.2020,10:49:00,113675,115213,107995,108208,97,"111272,75","10793456,75",,
09.12.2020,10:51:00,110797,115198,108095,113969,19,"112014,75","2128280,25",,
09.12.2020,10:52:00,108671,115190,107942,108158,70,"109990,25","7699317,5",,
09.12.2020,10:53:00,113306,115278,107946,113087,41,"112404,25","4608574,25",,
09.12.2020,10:54:00,111278,115282,107937,114283,90,112195,10097550,,
09.12.2020,10:55:00,111754,115284,107940,115008,30,"112496,5",3374895,,
09.12.2020,10:56:00,109111,115088,107966,114669,58,"111708,5",6479093,,
09.12.2020,10:57:00,111254,115210,108059,112707,91,"111807,5","10174482,5",,
09.12.2020,10:58:00,108957,115281,108043,109076,52,"110339,25",5737641,,
09.12.2020,10:59:00,112498,114872,107976,112761,53,"112026,75","5937417,75",,
09.12.2020,11:00:00,113247,115136,108383,112620,49,"112346,5","5504978,5",,
09.12.2020,11:01:00,110028,115254,108013,108860,16,"110538,75",1768620,,
09.12.2020,11:02:00,110897,115183,107930,113421,41,"111857,75","4586167,75",,
09.12.2020,11:03:00,109322,115288,108112,113486,46,111552,5131392,,
09.12.2020,11:04:00,110963,115155,108131,114082,98,"112082,75","10984109,5",,
09.12.2020,11:05:00,114796,115155,108064,113331,42,"112836,5",4739133,,
09.12.2020,11:06:00,115167,115269,108297,109923,98,112164,10992072,,
09.12.2020,11:07:00,109332,115114,107939,109057,85,"110360,5","9380642,5",,
09.12.2020,11:08:00,112210,115244,107949,115083,84,"112621,5",9460206,,
09.12.2020,11:09:00,114226,115016,107945,110465,2,111913,223826,,
09.12.2020,11:10:00,111615,115280,107961,110438,72,"111323,5",8015292,,
09.12.2020,11:11:00,111270,115074,108094,110664,80,"111275,5",8902040,,
09.12.2020,11:12:00,111338,115158,108134,114763,91,"112348,25","10223690,75",,
09.12.2020,11:13:00,108962,115245,107920,114108,24,"111558,75",2677410,,
09.12.2020,11:14:00,109923,115191,108191,113827,36,111783,4024188,,
09.12.2020,11:15:00,108581,115252,107932,113474,82,"111309,75","9127399,5",,
09.12.2020,11:16:00,113124,114985,107936,114133,7,"112544,5","787811,5",,
09.12.2020,11:17:00,114659,115299,108036,114964,21,"113239,5","2378029,5",,
09.12.2020,11:18:00,114457,115241,107919,110773,23,"112097,5","2578242,5",,
09.12.2020,11:19:00,113279,115177,107949,109357,67,"111440,5","7466513,5",,
09.12.2020,11:20:00,111992,115295,108079,110234,72,111400,8020800,,
09.12.2020,11:21:00,110509,115211,107975,114355,48,"112012,5",5376600,,
09.12.2020,11:22:00,109479,115019,108118,108612,63,110307,6949341,,
09.12.2020,11:23:00,110389,115167,107957,112881,65,"111598,5","7253902,5",,
09.12.2020,11:24:00,108238,115241,107964,114746,82,"111547,25","9146874,5",,
09.12.2020,11:25:00,111471,115298,107967,112047,92,"111695,75",10276009,,
09.12.2020,11:26:00,114832,115289,107924,112406,62,"112612,75","6981990,5",,
09.12.2020,11:27:00,111151,115257,108003,113699,45,"112027,5","5041237,5",,
09.12.2020,11:28:00,108279,115277,108153,114761,68,"111617,5",7589990,,
09.12.2020,11:29:00,114682,115201,108009,111368,29,112315,3257135,,
09.12.2020,11:30:00,113689,115144,108106,110467,85,"111851,5","9507377,5",,
09.12.2020,11:31:00,108707,115166,108031,111330,92,"110808,5",10194382,,
09.12.2020,11:32:00,115270,115280,108053,110181,11,112196,1234156,,
09.12.2020,11:33:00,115092,115234,108046,111013,47,"112346,25","5280273,75",,
09.12.2020,11:34:00,110484,115287,107992,111405,9,111292,1001628,,
09.12.2020,11:35:00,112466,115128,108135,110522,39,"111562,75","4350947,25",,
09.12.2020,11:37:00,114285,115156,108133,114781,3,"113088,75","339266,25",,
09.12.2020,11:38:00,112581,115076,108104,111625,40,"111846,5",4473860,,
09.12.2020,11:39:00,108135,115142,108135,110574,32,"110496,5",3535888,,
09.12.2020,11:40:00,108995,115293,108053,111774,87,"111028,75","9659501,25",,
09.12.2020,11:41:00,110813,115279,108156,108198,56,"110611,5",6194244,,
09.12.2020,11:42:00,110445,115297,108009,114469,18,112055,2016990,,
09.12.2020,11:43:00,112190,114783,108022,109636,58,"111157,75","6447149,5",,
09.12.2020,11:44:00,113129,115286,107996,115286,45,"112924,25","5081591,25",,
09.12.2020,11:45:00,110854,115292,108589,114558,94,"112323,25","10558385,5",,
09.12.2020,11:46:00,110624,115259,108107,108685,81,"110668,75","8964168,75",,
09.12.2020,11:47:00,109143,114755,107951,108485,60,"110083,5",6605010,,
09.12.2020,11:48:00,109906,115299,108125,109383,14,"110678,25","1549495,5",,
09.12.2020,11:49:00,108505,115222,107983,113444,71,"111288,5","7901483,5",,
09.12.2020,11:50:00,112486,115086,107956,108435,41,"110990,75","4550620,75",,
09.12.2020,11:51:00,108771,115025,108061,111042,70,"110724,75","7750732,5",,
09.12.2020,11:52:00,109832,115291,108050,114610,86,"111945,75","9627334,5",,
09.12.2020,11:53:00,108923,115224,107943,114066,91,111539,10150049,,
09.12.2020,11:54:00,109088,114686,107929,109841,11,110386,1214246,,
09.12.2020,11:55:00,110191,115147,108021,113065,72,111606,8035632,,
09.12.2020,11:56:00,114584,115280,107948,112173,57,"112496,25","6412286,25",,
09.12.2020,11:57:00,113293,115145,108074,108419,91,"111232,75","10122180,25",,
09.12.2020,11:58:00,112539,115254,108054,112731,27,"112144,5","3027901,5",,
09.12.2020,11:59:00,113529,115182,108058,110808,82,"111894,25","9175328,5",,
09.12.2020,12:00:00,113106,115257,108363,110390,72,111779,8048088,,
09.12.2020,12:01:00,112262,115095,107990,114802,40,"112537,25",4501490,,
09.12.2020,12:02:00,112445,115293,108230,115293,34,"112815,25","3835718,5",,
09.12.2020,12:03:00,111321,115245,107979,114943,56,112372,6292832,,
09.12.2020,12:04:00,114893,115174,108118,111217,40,"112350,5",4494020,,
09.12.2020,12:05:00,111375,115204,108024,109692,71,"111073,75","7886236,25",,
09.12.2020,12:06:00,111066,115277,107997,115277,84,"112404,25",9441957,,
09.12.2020,12:07:00,114397,115115,108016,114117,18,"112911,25","2032402,5",,
09.12.2020,12:08:00,108539,115270,107955,109372,66,110284,7278744,,
09.12.2020,12:09:00,109217,115271,108007,109431,90,"110481,5",9943335,,
09.12.2020,12:10:00,109989,115202,107992,112273,18,111364,2004552,,
09.12.2020,12:11:00,109857,115230,108018,109976,77,"110770,25","8529309,25",,
09.12.2020,12:12:00,111542,115225,107957,108121,58,"110711,25","6421252,5",,
09.12.2020,12:13:00,115007,115245,108207,109863,64,"112080,5",7173152,,
09.12.2020,12:14:00,109891,115158,107985,113497,92,"111632,75",10270213,,
09.12.2020,12:15:00,110930,115233,107995,109882,63,111010,6993630,,
09.12.2020,12:16:00,113584,115091,107919,111280,43,"111968,5","4814645,5",,
09.12.2020,12:17:00,109173,115138,108125,109873,19,"110577,25","2100967,75",,
09.12.2020,12:18:00,115246,115246,107927,112609,39,112757,4397523,,
09.12.2020,12:19:00,109103,115249,108007,113048,45,"111351,75","5010828,75",,
09.12.2020,12:20:00,107984,115246,107984,108520,7,"109933,5","769534,5",,
09.12.2020,12:21:00,111061,115253,107909,112537,38,111690,4244220,,
09.12.2020,12:22:00,108897,114743,107926,113387,57,"111238,25","6340580,25",,
09.12.2020,12:23:00,110378,115263,107945,114906,25,112123,2803075,,
09.12.2020,12:24:00,112423,115089,108001,110543,70,111514,7805980,,
09.12.2020,12:25:00,109178,115098,107937,114589,45,"111700,5","5026522,5",,
09.12.2020,12:26:00,110529,114729,107902,108920,18,110520,1989360,,
09.12.2020,12:27:00,112663,115288,107909,113290,50,"112287,5",5614375,,
09.12.2020,12:28:00,114797,115181,107930,110142,23,"112012,5","2576287,5",,
09.12.2020,12:29:00,114314,115070,107944,112795,35,"112530,75","3938576,25",,
09.12.2020,12:30:00,113249,115260,107911,115260,3,112920,338760,,
09.12.2020,12:31:00,115221,115245,108390,112483,54,"112834,75","6093076,5",,
09.12.2020,12:32:00,108740,115221,108150,111383,37,"110873,5","4102319,5",,
09.12.2020,12:33:00,113032,115240,108199,115194,57,"112916,25","6436226,25",,
09.12.2020,12:34:00,111862,115238,107906,109226,44,111058,4886552,,
09.12.2020,12:35:00,110400,115074,107909,110890,95,"111068,25","10551483,75",,
09.12.2020,12:36:00,113637,115238,107955,114166,80,112749,9019920,,
09.12.2020,12:37:00,113194,115248,107948,113618,25,112502,2812550,,
09.12.2020,12:38:00,114871,115167,107919,114189,69,"113036,5","7799518,5",,
09.12.2020,12:39:00,115118,115156,107909,108127,97,"111577,5","10823017,5",,
09.12.2020,12:40:00,110479,115146,108155,114138,12,"111979,5",1343754,,
09.12.2020,12:41:00,112536,115242,108013,109145,11,111234,1223574,,
09.12.2020,12:42:00,108273,115261,107939,113100,9,"111143,25","1000289,25",,
09.12.2020,12:43:00,112763,115220,108050,110312,74,"111586,25","8257382,5",,
09.12.2020,12:44:00,113769,115287,108122,110721,49,"111974,75","5486762,75",,
09.12.2020,12:45:00,112244,115165,107907,107907,87,"110805,75","9640100,25",,
09.12.2020,12:46:00,113661,115169,107921,115086,80,"112959,25",9036740,,
09.12.2020,12:47:00,112286,115264,107964,111863,76,"111844,25",8500163,,
09.12.2020,12:48:00,110184,115281,107916,108337,32,"110429,5",3533744,,
09.12.2020,12:49:00,111140,115167,108095,112308,19,"111677,5","2121872,5",,
09.12.2020,12:50:00,113841,114938,107920,111686,51,"112096,25","5716908,75",,
09.12.2020,12:51:00,112330,115245,108096,112473,54,112036,6049944,,
09.12.2020,12:52:00,108195,115195,107976,109829,54,"110298,75","5956132,5",,
09.12.2020,12:53:00,109526,115240,108026,112479,60,"111317,75",6679065,,
